Dataset 1: Glass
K-NN Classifier Fold 1:
k=1
Accuracy: 84.62
   Actual  Predicted
17      GRASS      GRASS
18        SKY        SKY
19     WINDOW     WINDOW
20    FOLIAGE    FOLIAGE
21    FOLIAGE    FOLIAGE
22     CEMENT     CEMENT
23        SKY        SKY
24     CEMENT     CEMENT
25     CEMENT     CEMENT
26      GRASS      GRASS
27  BRICKFACE    FOLIAGE
28     WINDOW    FOLIAGE
29     WINDOW     CEMENT
30        SKY        SKY
31      GRASS      GRASS
32      GRASS      GRASS
33    FOLIAGE    FOLIAGE
34        SKY        SKY
35       PATH       PATH
36       PATH       PATH
37        SKY        SKY

ENN Classifier Fold 4:
k=1
Accuracy: 78.95
       Actual  Predicted
0         SKY        SKY
1      CEMENT     CEMENT
2        PATH       PATH
3      CEMENT     CEMENT
4     FOLIAGE     WINDOW
5         SKY        SKY
6      CEMENT     WINDOW
7     FOLIAGE    FOLIAGE
8   BRICKFACE  BRICKFACE
9   BRICKFACE     WINDOW
10        SKY        SKY
11  BRICKFACE     WINDOW
12     CEMENT       PATH
13  BRICKFACE  BRICKFACE
14    FOLIAGE     WINDOW
15      GRASS      GRASS
16     CEMENT     CEMENT
17       PATH       PATH
18    FOLIAGE     WINDOW
19       PATH       PATH
20    FOLIAGE    FOLIAGE
21      GRASS      GRASS
22        SKY        SKY
23       PATH       PATH
24      GRASS      GRASS
25     WINDOW     WINDOW
26       PATH       PATH
27     WINDOW     WINDOW
28  BRICKFACE  BRICKFACE
29        SKY        SKY
30     CEMENT     CEMENT
31      GRASS      GRASS
32        SKY        SKY
33       PATH       PATH
34      GRASS      GRASS
35     WINDOW     WINDOW
36      GRASS      GRASS
37  BRICKFACE     WINDOW

ENN Classifier Fold 5:
k=1
Accuracy: 86.49
       Actual  Predicted
0         SKY        SKY
1       GRASS      GRASS
2      WINDOW     WINDOW
3       GRASS      GRASS
4       GRASS      GRASS
5      CEMENT     CEMENT
6        PATH       PATH
7       GRASS      GRASS
8       GRASS      GRASS
9       GRASS      GRASS
10        SKY        SKY
11     WINDOW     WINDOW
12       PATH       PATH
13  BRICKFACE  BRICKFACE
14       PATH       PATH
15      GRASS      GRASS
16       PATH       PATH
17      GRASS      GRASS
18     CEMENT     CEMENT
19        SKY        SKY
20     WINDOW    FOLIAGE
21      GRASS      GRASS
22       PATH       PATH
23       PATH       PATH
24     WINDOW  BRICKFACE
25     WINDOW    FOLIAGE
26     CEMENT     CEMENT
27       PATH       PATH
28     WINDOW     WINDOW
29      GRASS      GRASS
30      GRASS      GRASS
31       PATH      GRASS
32     WINDOW    FOLIAGE
33       PATH       PATH
34     CEMENT     CEMENT
35       PATH       PATH
36        SKY        SKY


Dataset 2: Image Segmentation
E-NN Classification Accuracy:78.87624466571836

CNN Classifier Fold 1:
k=1
Accuracy: 81.58
       Actual  Predicted
0         SKY        SKY
1      CEMENT  BRICKFACE
2        PATH       PATH
3      WINDOW     WINDOW
4        PATH     CEMENT
5      WINDOW     CEMENT
6         SKY        SKY
7         SKY        SKY
8     FOLIAGE    FOLIAGE
9   BRICKFACE  BRICKFACE
10        SKY        SKY
11        SKY        SKY
12      GRASS      GRASS
13     WINDOW     WINDOW
14       PATH       PATH
15     CEMENT     CEMENT
16    FOLIAGE    FOLIAGE
17      GRASS      GRASS
18     WINDOW     WINDOW
19  BRICKFACE  BRICKFACE
20  BRICKFACE  BRICKFACE
21     CEMENT     CEMENT
22       PATH       PATH
23    FOLIAGE    FOLIAGE
24     WINDOW    FOLIAGE
25     CEMENT  BRICKFACE
26    FOLIAGE     CEMENT
27  BRICKFACE  BRICKFACE
28     CEMENT     WINDOW
29    FOLIAGE    FOLIAGE
30  BRICKFACE  BRICKFACE
31     WINDOW     WINDOW
32    FOLIAGE    FOLIAGE
33        SKY        SKY
34  BRICKFACE  BRICKFACE
35       PATH       PATH
36       PATH       PATH
37     CEMENT     CEMENT

CNN Classifier Fold 2:
k=1
Accuracy: 78.95
       Actual  Predicted
0     FOLIAGE    FOLIAGE
1         SKY        SKY
2   BRICKFACE  BRICKFACE
3      CEMENT     CEMENT
4         SKY        SKY
5   BRICKFACE  BRICKFACE
6      WINDOW    FOLIAGE
7        PATH       PATH
8   BRICKFACE     WINDOW
9      WINDOW     WINDOW
10        SKY        SKY
11        SKY        SKY
12     WINDOW    FOLIAGE
13    FOLIAGE    FOLIAGE
14       PATH       PATH
15     CEMENT      GRASS
16  BRICKFACE     WINDOW
17     CEMENT     CEMENT
18      GRASS     CEMENT
19    FOLIAGE    FOLIAGE
20     CEMENT    FOLIAGE
21    FOLIAGE    FOLIAGE
22      GRASS      GRASS
23        SKY        SKY
24      GRASS      GRASS
25  BRICKFACE  BRICKFACE
26  BRICKFACE  BRICKFACE
27      GRASS      GRASS
28        SKY        SKY
29     WINDOW  BRICKFACE
30    FOLIAGE    FOLIAGE
31       PATH       PATH
32     CEMENT     CEMENT
33       PATH       PATH
34    FOLIAGE    FOLIAGE
35     WINDOW     WINDOW
36     CEMENT     CEMENT
37     WINDOW     WINDOW

CNN Classifier Fold 3:
k=1
Accuracy: 78.95
       Actual  Predicted
0      WINDOW     CEMENT
1         SKY        SKY
2        PATH       PATH
3     FOLIAGE     WINDOW
4   BRICKFACE  BRICKFACE
5      WINDOW     WINDOW
6      WINDOW     WINDOW
7      WINDOW     WINDOW
8     FOLIAGE    FOLIAGE
9   BRICKFACE  BRICKFACE
10        SKY        SKY
11    FOLIAGE    FOLIAGE
12      GRASS      GRASS
13     CEMENT     CEMENT
14    FOLIAGE    FOLIAGE
15  BRICKFACE  BRICKFACE
16     CEMENT     CEMENT
17     WINDOW     WINDOW
18     CEMENT    FOLIAGE
19      GRASS      GRASS
20  BRICKFACE     CEMENT
21      GRASS      GRASS
22        SKY        SKY
23      GRASS      GRASS
24      GRASS      GRASS
25        SKY        SKY
26     CEMENT     CEMENT
27  BRICKFACE  BRICKFACE
28    FOLIAGE     WINDOW
29  BRICKFACE     CEMENT
30    FOLIAGE     WINDOW
31       PATH       PATH
32        SKY        SKY
33     CEMENT     WINDOW
34     WINDOW     WINDOW
35     CEMENT     CEMENT
36        SKY        SKY
37      GRASS      GRASS

CNN Classifier Fold 4:
k=1
Accuracy: 86.84
       Actual  Predicted
0       GRASS      GRASS
1   BRICKFACE  BRICKFACE
2         SKY        SKY
3      CEMENT     WINDOW
4      CEMENT     CEMENT
5        PATH       PATH
6   BRICKFACE  BRICKFACE
7     FOLIAGE    FOLIAGE
8         SKY        SKY
9         SKY        SKY
10       PATH       PATH
11  BRICKFACE  BRICKFACE
12     CEMENT     CEMENT
13        SKY        SKY
14     WINDOW     WINDOW
15     WINDOW     WINDOW
16    FOLIAGE    FOLIAGE
17     CEMENT     CEMENT
18      GRASS      GRASS
19    FOLIAGE     WINDOW
20      GRASS      GRASS
21       PATH       PATH
22    FOLIAGE     WINDOW
23    FOLIAGE    FOLIAGE
24  BRICKFACE     WINDOW
25      GRASS      GRASS
26       PATH       PATH
27     CEMENT     CEMENT
28     CEMENT     CEMENT
29  BRICKFACE  BRICKFACE
30      GRASS      GRASS
31       PATH       PATH
32        SKY        SKY
33      GRASS      GRASS
34  BRICKFACE  BRICKFACE
35       PATH       PATH
36        SKY        SKY
37    FOLIAGE     WINDOW

CNN Classifier Fold 5:
k=1
Accuracy: 86.49
       Actual  Predicted
0      WINDOW    FOLIAGE
1        PATH       PATH
2         SKY        SKY
3        PATH       PATH
4     FOLIAGE    FOLIAGE
5     FOLIAGE    FOLIAGE
6       GRASS      GRASS
7        PATH       PATH
8      WINDOW  BRICKFACE
9      WINDOW    FOLIAGE
10       PATH       PATH
11      GRASS      GRASS
12      GRASS      GRASS
13       PATH       PATH
14    FOLIAGE    FOLIAGE
15     CEMENT     CEMENT
16        SKY        SKY
17        SKY        SKY
18      GRASS      GRASS
19  BRICKFACE  BRICKFACE
20       PATH       PATH
21     WINDOW  BRICKFACE
22      GRASS      GRASS
23      GRASS      GRASS
24      GRASS      GRASS
25      GRASS      GRASS
26       PATH       PATH
27      GRASS      GRASS
28        SKY        SKY
29     WINDOW     WINDOW
30       PATH       PATH
31     CEMENT     CEMENT
32  BRICKFACE  BRICKFACE
33     WINDOW    FOLIAGE
34       PATH       PATH
35      GRASS      GRASS
36        SKY        SKY


Dataset 2: Image Segmentation
C-NN Classification Accuracy:82.56045519203414

Dataset 3: Vote
K-NN Classifier Fold 1:
k=3
Accuracy: 94.94
        Actual   Predicted
0     democrat    democrat
1     democrat    democrat
2     democrat    democrat
3     democrat    democrat
4     democrat    democrat
5     democrat    democrat
6     democrat  republican
7   republican    democrat
8     democrat    democrat
9     democrat    democrat
10    democrat    democrat
11  republican  republican
12    democrat    democrat
13  republican  republican
14    democrat    democrat
15  republican  republican
16  republican  republican
17    democrat    democrat
18  republican  republican
19    democrat    democrat
20    democrat    democrat
21    democrat    democrat
22  republican  republican
23    democrat    democrat
24    democrat    democrat
25    democrat    democrat
26    democrat    democrat
27  republican  republican
28  republican  republican
29    democrat    democrat
30  republican  republican
31    democrat    democrat
32  republican  republican
33  republican  republican
34  republican  republican
35    democrat    democrat
36  republican  republican
37    democrat    democrat
38  republican  republican
39    democrat    democrat
40    democrat    democrat
41  republican  republican
42    democrat    democrat
43  republican  republican
44    democrat    democrat
45    democrat    democrat
46  republican  republican
47    democrat    democrat
48    democrat    democrat
49    democrat    democrat
50    democrat    democrat
51    democrat    democrat
52  republican  republican
53    democrat    democrat
54  republican  republican
55  republican  republican
56  republican  republican
57    democrat  republican
58    democrat    democrat
59    democrat    democrat
60    democrat    democrat
61    democrat    democrat
62  republican  republican
63    democrat    democrat
64    democrat    democrat
65  republican  republican
66  republican  republican
67  republican  republican
68    democrat    democrat
69  republican  republican
70  republican  republican
71    democrat    democrat
72  republican    democrat
73    democrat    democrat
74    democrat    democrat
75  republican  republican
76    democrat    democrat
77    democrat    democrat
78  republican  republican

K-NN Classifier Fold 2:
k=3
Accuracy: 96.15
        Actual   Predicted
0   republican  republican
1     democrat    democrat
2   republican  republican
3   republican  republican
4   republican  republican
5   republican  republican
6     democrat    democrat
7     democrat    democrat
8   republican  republican
9     democrat    democrat
10  republican  republican
11    democrat    democrat
12    democrat    democrat
13    democrat    democrat
14    democrat    democrat
15    democrat    democrat
16    democrat    democrat
17    democrat    democrat
18    democrat    democrat
19    democrat    democrat
20  republican  republican
21    democrat    democrat
22    democrat    democrat
23  republican  republican
24  republican  republican
25  republican  republican
26    democrat    democrat
27    democrat    democrat
28    democrat    democrat
29    democrat    democrat
30    democrat    democrat
31  republican  republican
32    democrat  republican
33    democrat    democrat
34  republican  republican
35    democrat    democrat
36    democrat    democrat
37  republican  republican
38    democrat    democrat
39  republican  republican
40    democrat    democrat
41    democrat    democrat
42    democrat    democrat
43    democrat    democrat
44  republican  republican
45    democrat    democrat
