,track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,track id,artist id,genres_1,genres_2,genres_3,genres_4
10,Black Cat,Janet Jackson,spotify:track:4tYpYYoOI7WDxbCnPninwE,0.705,0.9129999999999999,4,-7.252999999999999,0,0.0484,0.10300000000000001,0.0011099999999999999,0.21600000000000003,0.665,114.959,290573,4,44.28293,12,1,4tYpYYoOI7WDxbCnPninwE,4qwGe91Bz9K2T8jXTZ815W,dance pop,hip pop,neo soul,new jack swing
11,Piedra,Caifanes,spotify:track:3UvB63cZSpGUL3LvAj03dI,0.643,0.816,7,-8.535,1,0.0476,0.0357,7.28e-05,0.218,0.616,115.061,276067,4,31.51525,14,0,3UvB63cZSpGUL3LvAj03dI,1GImnM7WYVp95431ypofy9,latin alternative,latin rock,mexican rock,nu-cumbia
12,Jack Introduces Don't Think Twice,Ramblin' Jack Elliott,spotify:track:2DKaYaAYW957D5zZ7WwLX3,0.5670000000000001,0.0638,0,-27.025,0,0.897,0.706,0.0,0.49700000000000005,0.54,87.712,108867,4,59.299209999999995,5,0,2DKaYaAYW957D5zZ7WwLX3,6iuM8yp1x2N0l6SONhyq4b,american folk revival,appalachian folk,country rock,folk
13,I'll Be Loving You,Collage,spotify:track:0HznAaWAq5FRLnLyKNf9Tv,0.62,0.868,11,-6.805,0,0.0528,0.00591,0.0,0.248,0.33899999999999997,133.97,228040,4,45.68575,9,1,0HznAaWAq5FRLnLyKNf9Tv,2X3YB3wL4fGa6cMOzHpnkT,0,0,0,0
14,Prelude and Story,Tony Kinsey,spotify:track:19yNBPOlv3pLFKZ1zoA6yE,0.295,0.209,5,-13.145999999999999,1,0.0348,0.9159999999999999,0.0015400000000000001,0.138,0.0786,126.32799999999999,362600,4,52.82156,18,0,19yNBPOlv3pLFKZ1zoA6yE,0OKfA2HedFEpbaGrV3LSPP,spytrack,0,0,0
15,No Fool No More,En Vogue,spotify:track:1RhaF2Eq1Zg1zR1MIaY9I1,0.53,0.679,2,-5.987,0,0.0523,0.444,0.0,0.0728,0.33799999999999997,76.045,257573,4,35.00537,10,1,1RhaF2Eq1Zg1zR1MIaY9I1,5fikk4h5qbEebqK2Fc6e48,dance pop,girl group,hip hop,hip pop
16,Universal Heart-Beat,Juliana Hatfield,spotify:track:7Hj5QvOZvdZKtlBuq8nTXE,0.534,0.8140000000000001,2,-7.978,1,0.0717,0.0359,0.00539,0.721,0.6859999999999999,127.96700000000001,205907,4,53.22886,8,1,7Hj5QvOZvdZKtlBuq8nTXE,4L1danWWAgSc0b7nBgY9CB,alternative pop,alternative rock,boston rock,jangle pop
17,Last Goodbye,Kenny Wayne Shepherd,spotify:track:2j9xf567RovYfYPmfDWgvG,0.461,0.695,7,-7.662000000000001,1,0.0282,0.0275,0.0,0.151,0.371,149.346,273600,4,41.53611,8,0,2j9xf567RovYfYPmfDWgvG,1riHqX633Kup3mJAw8WR8p,blues,blues rock,classic rock,country rock
18,Wade in the Water,Ella Jenkins,spotify:track:7exER11O6jaBmUWhOvWRGh,0.486,0.262,2,-11.864,0,0.0381,0.83,0.0,0.16,0.32899999999999996,128.764,244160,4,24.69182,11,0,7exER11O6jaBmUWhOvWRGh,2AdaJlzNcOpdrvMSBN92Wp,children's folk,kindie rock,preschool children's music,0
19,Connected,Stereo MC's,spotify:track:5t09SnxOR2AelOghumKkXO,0.647,0.7979999999999999,1,-12.144,0,0.0365,0.0498,0.00221,0.0722,0.706,100.631,314133,4,58.008480000000006,8,1,5t09SnxOR2AelOghumKkXO,1k8VBufn1nBs8LN9n4snc8,big beat,electronica,hip house,0
20,Transylvanian Concubine (The Manson Mix (Radio Edit))**,Rasputina,spotify:track:2SXswiR0TE3AULlCwvgg5E,0.6659999999999999,0.765,1,-7.859,0,0.0973,3.86e-05,0.0052899999999999996,0.81,0.563,103.971,173693,4,32.5386,9,0,2SXswiR0TE3AULlCwvgg5E,4DeF1n7pWrs52PhWd2sEyr,bow pop,cello,dark cabaret,steampunk
21,"Hey Helmut, wach auf! - Rock Mix",Holger,spotify:track:4TvUQYnEHNV5I5p0xF3lr4,0.48,0.775,7,-5.441,1,0.0545,0.66,7.36e-06,0.102,0.733,89.919,241693,3,49.42707,9,0,4TvUQYnEHNV5I5p0xF3lr4,09dh6w5epP7aDIEziZ0fBu,brazilian indie,0,0,0
22,Lo Mejor del Rock N' Roll,Expulsados,spotify:track:5nd5ZnTvznukaV2Hcesc09,0.273,0.8240000000000001,2,-4.981,1,0.0742,0.0153,0.322,0.11199999999999999,0.777,185.66400000000002,153360,4,24.11872,7,0,5nd5ZnTvznukaV2Hcesc09,17SdOua747pMkSrZFYlr2L,argentine punk,0,0,0
23,Every Heartbeat,Amy Grant,spotify:track:55lX3vm1G35mUpawXHK5Te,0.648,0.89,2,-3.8339999999999996,1,0.0429,0.28800000000000003,0.0,0.11900000000000001,0.8079999999999999,126.956,213733,4,31.932579999999998,12,1,55lX3vm1G35mUpawXHK5Te,72Nhcx7prNk2ZCxhx0Y5es,adult standards,christian alternative rock,christian music,0
24,A Life of Possibilities,Dismemberment Plan,spotify:track:3TKWCQMU7xYEEslFXsj51i,0.7090000000000001,0.8370000000000001,7,-7.273,1,0.0779,0.10099999999999999,0.511,0.114,0.502,125.485,274720,4,40.24415,9,0,3TKWCQMU7xYEEslFXsj51i,2JpHk8yju1DH1l3c9sXzOS,alternative rock,dance-punk,dream pop,e6fi
25,Sluttering (May 4th),Jawbreaker,spotify:track:3nJvdMhOmRW4cRLw0NN7qC,0.433,0.983,9,-5.415,1,0.079,0.0033799999999999998,0.000454,0.228,0.632,158.985,254107,4,44.02017,10,0,3nJvdMhOmRW4cRLw0NN7qC,4bcaz6nXnH8LTRiXALe8XV,alternative rock,emo,emo punk,indie punk
26,Reach For The Sky,Firehouse,spotify:track:4T2CCZX2QjiREym8lZ2G4v,0.562,0.8909999999999999,1,-8.283,1,0.0361,1.21e-05,0.0588,0.0858,0.524,132.569,286733,4,31.92332,8,1,4T2CCZX2QjiREym8lZ2G4v,28pS8WVbFstY0o1SrqCf8I,album rock,glam metal,hard rock,rock
27,Decidete,Luis Miguel,spotify:track:49d9r0dPy455AM3VGxB7z4,0.614,0.904,9,-4.811,1,0.0375,0.63,0.0,0.336,0.772,135.606,183223,4,26.732779999999998,11,0,49d9r0dPy455AM3VGxB7z4,2nszmSgqreHSdJA3zWPyrW,bolero,latin,latin pop,0
28,"Musica ricercata: No. 7, Cantabile, molto legato",György Ligeti,spotify:track:3mWP6hxaJJUwrq3XPrL5Io,0.278,0.00897,10,-35.603,1,0.0328,0.986,0.7809999999999999,0.0717,0.598,110.17399999999999,244120,3,44.81627,14,0,3mWP6hxaJJUwrq3XPrL5Io,1zb5zmIuX2lTbzcn7YeQlg,avant-garde,classical,compositional ambient,contemporary classical
29,On Point,House Of Pain,spotify:track:2h5hQFc6tPJO3O1tz0bSkY,0.8140000000000001,0.537,1,-10.198,1,0.0691,0.0464,0.000319,0.0928,0.556,104.21,228867,4,46.72614,13,1,2h5hQFc6tPJO3O1tz0bSkY,0AuW7OCyKfFrsMbtHrYgIV,gangster rap,hardcore hip hop,hip hop,rap
30,Monster Jam,Spoonie Gee Meets The Sequence,spotify:track:2UyoRef5vZttyPKfYRAQ4J,0.882,0.914,4,-6.324,0,0.16,0.449,0.0,0.106,0.81,106.67200000000001,530067,4,49.22166,21,0,2UyoRef5vZttyPKfYRAQ4J,3Yc3YZ39ToNSSAXZTT3JpE,proto-rap,0,0,0
31,To Be With You,Mr. Big,spotify:track:3Mmt6Xk0H6VR92PEp6x3hP,0.688,0.375,4,-9.601,1,0.0535,0.28600000000000003,0.0,0.133,0.45,83.635,210480,4,107.10723999999999,7,1,3Mmt6Xk0H6VR92PEp6x3hP,5OfhOoKunSnuubxxRML8J3,album rock,glam metal,hard rock,0
32,Say It (Over And Over Again),John Coltrane Quartet,spotify:track:0URXszKHiOp6aav1bwYyBi,0.48200000000000004,0.115,3,-14.606,1,0.035,0.946,0.28600000000000003,0.256,0.237,66.801,258093,4,58.7767,7,0,0URXszKHiOp6aav1bwYyBi,67PZTxaHKMZBFRUh8wIzCy,avant-garde jazz,bebop,contemporary post-bop,cool jazz
33,Someday,Sugar Ray,spotify:track:6NcHJ23mLQKnVxQcOmT7JW,0.743,0.67,1,-4.547,0,0.0293,0.0108,0.0702,0.22,0.934,110.83200000000001,243333,4,25.36994,12,1,6NcHJ23mLQKnVxQcOmT7JW,4uN3DsfENc7dp0OLO0FEIb,alternative metal,alternative rock,funk metal,neo mellow
34,Pop Loser,Velocity Girl,spotify:track:1ffCS0pYwGoNArwqFS0iGp,0.588,0.835,9,-8.511000000000001,0,0.0301,0.0808,0.007520000000000001,0.13,0.978,127.494,144840,4,30.522540000000003,8,0,1ffCS0pYwGoNArwqFS0iGp,1fXw2uWfwAlNxlDsW8cKIS,alternative pop,c86,dream pop,twee pop
35,Metal Maniac Master Mind,U.D.O.,spotify:track:0m9WMc5fzuoiVcSgIzKV7b,0.43,0.922,0,-8.334,1,0.0507,0.0723,0.0024100000000000002,0.21,0.14,97.727,341200,4,23.95149,12,0,0m9WMc5fzuoiVcSgIzKV7b,2aWjaq32aRQo58dw0w8NM6,german metal,hard rock,metal,neo-trad metal
36,A Promise I Make,Dakota Moon,spotify:track:6dWbvrb0xygIlstvZxDhDJ,0.711,0.48100000000000004,0,-8.135,0,0.0242,0.273,0.0,0.0952,0.392,90.118,267280,4,30.265559999999997,11,1,6dWbvrb0xygIlstvZxDhDJ,7ELimrCB9CnQYcbhRKsjf9,0,0,0,0
37,Watch For The Hook,"Cool Breeze Featuring OutKast, Goodie Mob & Witchdoctor",spotify:track:6ixxG8aM1RKFYEjH0odRcP,0.561,0.72,1,-4.854,1,0.355,0.0211,0.0,0.353,0.518,86.95299999999999,271600,4,27.089990000000004,10,1,6ixxG8aM1RKFYEjH0odRcP,1hTh4ZmK0tdbocmMgM2bSO,0,0,0,0
38,Powerful Thing,Trisha Yearwood,spotify:track:726S7vART4JYDbwIZwvHEm,0.614,0.868,2,-3.97,1,0.0459,0.413,0.0,0.0366,0.956,147.97799999999998,176920,4,37.245909999999995,9,1,726S7vART4JYDbwIZwvHEm,3XlIhgydjvC4EniPFZT20j,contemporary country,country,country dawn,country road
39,Condon Nacional,Sexual Democracia,spotify:track:0lbIwYtlabSZqq3QJyERNL,0.631,0.45799999999999996,7,-12.136,0,0.0441,0.275,0.0,0.19,0.627,90.96,300427,4,38.83737,16,0,0lbIwYtlabSZqq3QJyERNL,3m2dBZiLPZUffYga9ocES7,andean,chilean rock,nueva cancion,0
40,Hell Bent for Leather,Judas Priest,spotify:track:3SfQsnBVAeOBC8JM8cr9VS,0.49700000000000005,0.831,9,-7.412000000000001,1,0.124,0.00758,2.02e-05,0.11,0.287,96.404,160107,4,24.51239,12,0,3SfQsnBVAeOBC8JM8cr9VS,2tRsMl4eGxwoNabM08Dm4I,album rock,birmingham metal,groove metal,hard rock
41,I Luv U Baby,The Original,spotify:track:6J3LHclKrdg1zLArH3kmF4,0.69,0.838,8,-6.392,1,0.0329,0.106,8.900000000000001e-06,0.267,0.902,126.821,213000,4,22.312179999999998,14,1,6J3LHclKrdg1zLArH3kmF4,2IwjkUrnzXsfgXkvUtZYKH,hip house,0,0,0
42,For the Love of God,Steve Vai,spotify:track:5m5I3KcV83zf2p2qbsnr3y,0.152,0.8420000000000001,9,-5.7829999999999995,0,0.0418,0.0034700000000000004,0.912,0.115,0.28300000000000003,95.49,363333,4,73.27519000000001,19,0,5m5I3KcV83zf2p2qbsnr3y,32Jb1X3wSmmoHj2epZReZA,instrumental rock,metal guitar,neo classical metal,progressive metal
43,Yamral Tiletish,The Roha Band,spotify:track:5euumLX8rQyUPztEepOtkt,0.672,0.6970000000000001,0,-9.754,1,0.031,0.436,2.59e-06,0.12300000000000001,0.846,112.137,341600,4,20.57658,14,0,5euumLX8rQyUPztEepOtkt,3EOoqpbl7QA2mwfUoYwoq6,ethio-jazz,ethiopian pop,0,0
44,Rock n' Roll,Suicide,spotify:track:1MZ2PkMHIdEiGo8yLtZCiy,0.251,0.34,10,-15.731,0,0.0356,0.000124,0.7340000000000001,0.11,0.0315,101.663,314733,4,67.56562,8,0,1MZ2PkMHIdEiGo8yLtZCiy,6uVeWolwyRDrT84lLsaZyW,alternative rock,art rock,dance rock,dance-punk
45,My Bucket's Got A Hole In It,Kid Ory,spotify:track:6P24Hq4lGoO8WU8MiCfoag,0.685,0.409,5,-13.102,1,0.0737,0.491,0.228,0.631,0.8640000000000001,138.635,295133,4,20.895789999999998,13,0,6P24Hq4lGoO8WU8MiCfoag,7fvNIXXszS6FTHROnZVsK4,big band,dixieland,jazz trombone,new orleans jazz
46,If I Ruled The World,Nas,spotify:track:5PQmSHzWnlgG4EBuIqjac2,0.879,0.564,10,-7.682,0,0.247,0.0474,9.43e-06,0.0519,0.523,93.90799999999999,282373,4,23.15403,14,1,5PQmSHzWnlgG4EBuIqjac2,20qISvAhX20dpIbOOzGK3q,conscious hip hop,east coast hip hop,gangster rap,hardcore hip hop
47,A New Dawn - Gujarat Prabhatiyu,Rakesh Chaurasia,spotify:track:0BFwipUuYDILoHZ2GezTKF,0.34700000000000003,0.54,4,-6.8389999999999995,1,0.0305,0.364,0.0565,0.124,0.449,141.814,412720,4,25.2752,19,0,0BFwipUuYDILoHZ2GezTKF,10LLaI6A4jACT6M5ddEEFg,bansuri,hindustani classical,hindustani instrumental,indian classical
48,Alright - Demo,Osker,spotify:track:18t3mlQ0qPky2J1MEByC2i,0.319,0.9670000000000001,3,-6.067,1,0.122,0.124,0.0,0.124,0.7140000000000001,108.664,113827,4,82.77861,3,0,18t3mlQ0qPky2J1MEByC2i,0I5Gol3ZmxZeRiW6aI81Pm,melodic hardcore,orgcore,skate punk,0
49,Images In Stone,Patrick O'Hearn,spotify:track:0ReGms8iLrj6dyHjkQSHpT,0.174,0.278,3,-20.169,1,0.0378,0.0402,0.795,0.10099999999999999,0.0489,70.064,249533,3,24.45184,14,0,0ReGms8iLrj6dyHjkQSHpT,6T7JFvP8qvpOia4q43OmbJ,ambient,focus,healing,new age
50,Punk Rock 101,Diesel Boy,spotify:track:4TM8FBojGAfApm4n109A72,0.327,0.9059999999999999,1,-6.617000000000001,0,0.0719,3.28e-05,1.11e-05,0.0655,0.342,102.413,106333,3,20.693479999999997,6,0,4TM8FBojGAfApm4n109A72,2agAYKDv3WcwXt4nKmDThj,melodic hardcore,punk,ska punk,skate punk
51,Going Great,Keith Mansfield,spotify:track:1jdSaAKgKJWqKfCG27uYis,0.595,0.7290000000000001,10,-13.383,0,0.0387,0.00262,0.9279999999999999,0.0705,0.75,108.02799999999999,147707,4,37.89875,8,0,1jdSaAKgKJWqKfCG27uYis,5slh4AZGBwQKHeKZJCHEYH,exotica,library music,lounge,spytrack
52,Teenage Chase,Keith Mansfield,spotify:track:1fTBI3r4rA2tLzMsAup4iw,0.735,0.575,0,-7.341,1,0.063,0.195,0.915,0.135,0.848,145.371,141493,4,26.859,9,0,1fTBI3r4rA2tLzMsAup4iw,5slh4AZGBwQKHeKZJCHEYH,exotica,library music,lounge,spytrack
53,Say It,Voices Of Theory,spotify:track:5919i3Sp9U2IE5m7hhlgSw,0.381,0.415,0,-10.298,1,0.0691,0.675,0.0,0.0795,0.257,61.908,269467,3,26.47203,9,1,5919i3Sp9U2IE5m7hhlgSw,7xojBGlLd0SGscMIL31gdV,boy band,0,0,0
54,Darn That Dream,Dexter Gordon,spotify:track:1r1JtYz4XhvIIU1bIMQ0cn,0.526,0.0921,4,-14.569,0,0.0386,0.9179999999999999,0.32899999999999996,0.11599999999999999,0.292,115.38799999999999,452333,4,37.63463,19,0,1r1JtYz4XhvIIU1bIMQ0cn,3NUsiT2JSyaWAnWaXxDzhQ,bebop,contemporary post-bop,cool jazz,hard bop
55,The Christmas Song,Rosemary Clooney,spotify:track:23OheZvcp1ikImwgj4zFFz,0.359,0.225,7,-12.624,1,0.0336,0.9,0.000328,0.111,0.165,130.44299999999998,228360,4,23.99633,11,0,23OheZvcp1ikImwgj4zFFz,0NkyXWGxE3WTFixDSJ39PK,adult standards,easy listening,lounge,swing
56,Segura esta Mulher,Silvio Caldas,spotify:track:4KkF4KNWkRFlSW8B5Bulgx,0.821,0.424,7,-11.753,1,0.05,0.925,0.0,0.364,0.955,119.675,149200,4,36.85945,7,0,4KkF4KNWkRFlSW8B5Bulgx,2B1dm2ilnetHyFSMIs2bjG,velha guarda,0,0,0
57,When Will I See You Smile Again?,Bell Biv DeVoe,spotify:track:3q0QmvdwHBETS89ZvelClL,0.727,0.436,6,-11.862,0,0.0281,0.0492,0.0033799999999999998,0.0686,0.381,124.021,307133,4,24.0258,12,1,3q0QmvdwHBETS89ZvelClL,2zFZiWQJFFshzojycnXoTL,boy band,funk,hip hop,hip pop
58,King Darius Suite,VeggieTales,spotify:track:0Qqschhs4Szs4SVSCuE5MM,0.64,0.361,3,-10.099,1,0.253,0.794,0.0,0.10400000000000001,0.613,139.457,131227,4,56.23845,5,0,0Qqschhs4Szs4SVSCuE5MM,4QKx7KohkWZAOkO4sI3GRx,cartoon,children's music,0,0
59,Georgia On My Mind,Michael Bolton,spotify:track:49kdc9KAqm4N28Y01g8SuS,0.321,0.435,11,-10.942,1,0.0341,0.256,1.06e-05,0.086,0.174,158.465,298133,3,45.708940000000005,18,1,49kdc9KAqm4N28Y01g8SuS,6YHEMoNPbcheiWS2haGzkn,adult standards,soft rock,0,0
60,My Name Is,Eminem,spotify:track:75IN3CtuZwTHTnZvYM4qnJ,0.8690000000000001,0.68,1,-6.233,1,0.318,0.0416,1.12e-06,0.0914,0.815,85.51899999999999,268400,4,101.41937,8,1,75IN3CtuZwTHTnZvYM4qnJ,7dGJo4pcD2V6oG8kP0tJRR,detroit hip hop,g funk,hip hop,rap
61,Thrash Under Pressure,Exodus,spotify:track:2vjQLtmUsAAgTl0nPceoV0,0.373,0.997,11,-5.442,0,0.213,0.00040199999999999996,0.377,0.474,0.182,106.04899999999999,159707,4,18.80157,7,0,2vjQLtmUsAAgTl0nPceoV0,76S65NHJHrNy4JTrXHP2BH,crossover thrash,death metal,groove metal,hard rock
62,Foolish Heart,Sharon Bryant,spotify:track:7JR5s8DtDZxhVHAqawvo20,0.642,0.419,1,-12.609000000000002,1,0.0316,0.48100000000000004,0.0,0.0523,0.755,95.6,279840,4,46.68056,10,1,7JR5s8DtDZxhVHAqawvo20,5spZuyRUAg98WfNBVmuEbu,0,0,0,0
63,That's The Way Love Goes,Young M.C.,spotify:track:4bw5Pth0q5KcguwvAv0dVt,0.8490000000000001,0.6940000000000001,6,-14.43,0,0.0642,0.0232,0.00252,0.0524,0.932,118.309,229307,4,34.91088,9,1,4bw5Pth0q5KcguwvAv0dVt,3OMcW97LbZ6DHdIi8Q54C7,0,0,0,0
64,Stock Yards Strut,Small Jazz Band,spotify:track:6GPUHTXaKdrvxlYoUnUHk1,0.802,0.43700000000000006,8,-12.955,1,0.0733,0.7120000000000001,0.87,0.192,0.981,112.5,254695,4,77.39399999999999,11,0,6GPUHTXaKdrvxlYoUnUHk1,62al1zX7Jb1yFDy8EBVGJr,skiffle,0,0,0
65,No Myth,Michael Penn,spotify:track:4SZozsPsG0vJ2Ti8BGxKsR,0.633,0.795,0,-7.617000000000001,1,0.0319,0.054000000000000006,8.83e-05,0.34,0.833,103.50399999999999,250813,4,72.89685,10,1,4SZozsPsG0vJ2Ti8BGxKsR,4GcBbZ5wVhNABLzm4MpJqG,jangle pop,power pop,0,0
66,Amor De Escuela,Luis Miguel,spotify:track:1SKCQnKAuduNb0tOSTpRG9,0.541,0.726,0,-5.582000000000001,1,0.0406,0.27699999999999997,0.0,0.21899999999999997,0.763,114.09200000000001,194809,3,29.239829999999998,10,0,1SKCQnKAuduNb0tOSTpRG9,2nszmSgqreHSdJA3zWPyrW,bolero,latin,latin pop,0
67,Kalinka,Limpopo,spotify:track:35Q0piq5ACqGsiGyatdjge,0.452,0.715,4,-8.245,0,0.0969,0.78,0.0,0.0681,0.866,120.445,90600,4,22.89757,6,0,35Q0piq5ACqGsiGyatdjge,5njB7bN6jxYlKIU0WbonOT,russian folk,0,0,0
68,When It's Sleepytime Down South,Wynton Marsalis,spotify:track:0ZO3xca4fN38Be1un20nc9,0.532,0.132,8,-15.890999999999998,1,0.047,0.865,0.159,0.166,0.332,89.321,309000,4,44.3113,13,0,0ZO3xca4fN38Be1un20nc9,375zxMmh2cSgUzFFnva0O7,bebop,big band,classical trumpet,contemporary post-bop
69,Creep With Me,South Park Mexican,spotify:track:1qSMPxxsXOqTiAqWrnnVlg,0.847,0.529,4,-7.3389999999999995,0,0.261,0.22899999999999998,0.0,0.256,0.945,160.033,253467,4,32.064040000000006,14,0,1qSMPxxsXOqTiAqWrnnVlg,4kKaAWGdu6WW0W415RWaQA,chicano rap,dirty south rap,gangster rap,latin hip hop
70,Hair Shoes (Demo),Pale Saints,spotify:track:5CjiJgkEWWji5aHCOCZP6j,0.12,0.368,4,-17.083,0,0.038,0.15,0.34600000000000003,0.11599999999999999,0.084,79.35300000000001,196227,5,28.59315,9,0,5CjiJgkEWWji5aHCOCZP6j,0WY2ddzQUF9eh16GiqrElA,alternative pop,alternative rock,c86,dream pop
71,Can't Let Go,Mariah Carey,spotify:track:0ikbcCJIJaY9sKEivAXJ4I,0.47700000000000004,0.5329999999999999,10,-11.049000000000001,1,0.0408,0.591,0.00685,0.139,0.18,162.368,266560,4,26.49111,12,1,0ikbcCJIJaY9sKEivAXJ4I,4iHNK0tOyZPYnBU7nGAgpQ,dance pop,pop,r&b,urban contemporary
72,Oirectine,Boards of Canada,spotify:track:6FGxhUgXzsj98rI7Yo915Z,0.826,0.47,1,-11.804,1,0.0646,0.225,0.951,0.111,0.174,106.09899999999999,311133,4,75.99269,10,0,6FGxhUgXzsj98rI7Yo915Z,2VAvhf61GgLYmC6C8anyX1,ambient,electronica,indietronica,intelligent dance music
73,"Tsar Saltan, Op. 57: Flight of the Bumblebee",Nikolai Rimsky-Korsakov,spotify:track:08ttJ6UR1O7Ofrpu1Qe939,0.45799999999999996,0.11,9,-22.234,0,0.0309,0.977,0.903,0.359,0.48100000000000004,83.43,84267,4,51.068909999999995,4,0,08ttJ6UR1O7Ofrpu1Qe939,2kXJ68O899XvWOBdpzlXgs,avant-garde,classical,late romantic era,russian romanticism
74,L.A. Song,Beth Hart,spotify:track:69pBTbnLue0leYUCMAFqPj,0.35100000000000003,0.615,7,-7.621,1,0.0451,0.20600000000000002,0.0,0.985,0.337,127.79799999999999,271107,3,58.57055,10,1,69pBTbnLue0leYUCMAFqPj,30TrHDLNCKQVTYWOn9QqOC,blues rock,dutch pop,lilith,0
75,Rock-n-roll - это не работа,Alisa,spotify:track:43YE3dS5p9Gf4wmkPwn4yn,0.496,0.8690000000000001,9,-7.754,1,0.11800000000000001,0.179,4e-06,0.32799999999999996,0.5589999999999999,115.275,254240,4,31.463440000000002,7,0,43YE3dS5p9Gf4wmkPwn4yn,5ggxe6RGD8zHfaCbwTdtw5,classic russian rock,russian punk,russian rock,0
76,Blues X Man,The Jon Spencer Blues Explosion,spotify:track:3jdKHCmYhTEpypRotNqFs3,0.633,0.647,9,-3.6910000000000003,1,0.122,0.281,0.285,0.311,0.63,94.824,213147,4,39.46883,11,0,3jdKHCmYhTEpypRotNqFs3,2NOhotupwYbKRNJF7LMDPG,blues rock,garage rock,punk blues,0
77,Church Of Your Heart,Roxette,spotify:track:6broBHB7ObAA2BhzLT2nlX,0.581,0.637,7,-6.039,1,0.0273,0.0146,1.15e-05,0.10300000000000001,0.608,112.43700000000001,195987,4,34.71079,10,1,6broBHB7ObAA2BhzLT2nlX,2SHhfs4BiDxGQ3oxqf0UHY,europop,pop rock,swedish pop,0
