Dataset 1: Breast Cancer
Logistic Regression Model for Fold 1:
n: 1
Epochs: 48
     Actual  Predicted
43        2          2
44        4          4
45        2          2
46        2          2
47        4          2
48        2          2
49        2          2
50        4          4
51        2          2
52        2          2
53        2          2
54        2          4
55        2          2
56        2          2
57        4          4
58        2          2
59        4          4
60        2          2
61        4          4
62        4          4
63        4          4
64        4          4
65        2          2
66        2          2
67        2          4
68        4          4
69        2          2
70        2          2
71        2          2
72        4          4
73        4          4
74        2          2
75        2          2
76        4          4
77        4          4
78        4          2
79        4          4
80        4          4
81        4          4
82        2          2
83        4          4
84        2          2
85        2          2
86        4          4
87        2          2
88        2          2
89        4          4
90        4          2
91        4          4
92        2          2
93        2          2
94        2          2
95        2          2
96        4          4
97        4          4
98        2          2
99        4          4
100       4          4
101       2          2
102       2          2
103       2          2
104       2          2
105       2          2
106       4          4
107       2          2
108       2          2
109       2          2
110       4          4
111       2          2
112       4          4
113       2          2
114       2          2
115       2          2
116       4          4
117       2          2
118       2          2
119       2          2
120       4          4
121       4          4
122       2          2
123       2          2
124       4          4
125       2          2
Error: 4.76

Adeline Model for Fold 1:
n: 0.1
Epochs: 34
     Actual  Predicted
0         4          4
1         2          2
2         2          2
3         2          2
4         2          2
5         2          2
6         2          2
7         2          2
8         2          2
9         2          2
10        2          2
11        2          2
12        2          2
13        4          4
14        2          2
15        4          4
16        2          2
17        2          2
18        2          2
19        2          2
20        2          2
21        2          2
22        2          2
23        4          4
24        2          2
25        2          2
26        4          4
27        2          2
28        2          2
29        4          4
30        4          4
31        2          2
32        4          4
33        2          2
34        2          2
35        2          2
36        4          4
37        2          2
38        2          2
39        4          4
40        2          2
41        2          2
42        2          2
43        2          2
44        2          2
45        2          2
46        2          2
47        2          2
48        2          2
49        2          2
50        4          4
51        2          2
52        2          2
53        2          2
54        2          2
55        2          2
56        2          2
57        2          2
58        2          2
59        2          2
60        4          4
61        4          4
62        4          4
63        4          4
64        4          2
65        2          2
66        2          2
67        2          2
68        2          2
69        2          2
70        2          2
71        4          4
72        4          4
73        2          2
74        4          2
75        4          4
76        2          2
77        2          2
78        4          4
79        2          2
80        2          2
81        4          4
82        2          2
83        2          2
84        2          2
85        4          4
86        2          2
87        2          2
88        2          2
89        4          4
90        4          2
91        4          4
92        4          2
93        4          4
94        4          4
95        2          2
96        2          2
97        2          2
98        2          2
99        2          2
100       4          4
101       2          2
102       2          2
103       2          2
104       4          4
105       2          2
106       2          2
107       2          2
108       2          2
109       2          2
110       2          2
111       2          2
112       2          2
113       2          2
114       4          4
115       4          4
116       2          2
117       2          2
118       4          4
119       2          2
120       2          2
121       2          2
122       4          4
123       2          2
124       2          2
125       2          2
126       4          2
127       2          2
128       4          4
129       4          4
130       4          4
131       4          4
132       2          2
133       4          4
134       2          2
135       2          2
136       4          4
137       4          4
138       2          2
139       2          2
Error: 3.57

Adeline Model for Fold 2:
n: 0.1
Epochs: 35
     Actual  Predicted
0         2          2
1         2          4
2         4          4
3         2          2
4         2          2
5         4          4
6         4          4
7         2          2
8         2          2
9         4          4
10        4          4
11        2          2
12        2          2
13        2          2
14        2          2
15        2          2
16        2          2
17        2          2
18        2          2
19        2          2
20        4          4
21        4          4
22        4          4
23        2          2
24        2          2
25        2          2
26        2          2
27        4          4
28        4          4
29        4          4
30        2          2
31        2          2
32        2          2
33        4          4
34        4          4
35        4          4
36        4          4
37        4          4
38        2          2
39        2          2
40        2          2
41        4          2
42        4          4
43        4          4
44        2          2
45        4          4
46        4          4
47        2          2
48        2          2
49        2          2
50        2          2
51        2          2
52        4          4
53        2          2
54        2          2
55        2          2
56        2          2
57        2          2
58        2          2
59        2          2
60        2          2
61        2          2
62        2          2
63        2          2
64        2          2
65        2          2
66        2          2
67        4          4
68        2          2
69        2          2
70        2          2
71        4          4
72        2          2
73        2          2
74        4          4
75        2          2
76        2          2
77        2          2
78        2          2
79        2          2
80        2          2
81        2          2
82        2          4
83        4          4
84        4          4
85        2          2
86        4          2
87        4          4
88        2          2
89        4          4
90        2          2
91        2          2
92        2          2
93        4          4
94        4          4
95        4          4
96        2          2
97        4          4
98        4          4
99        2          2
100       4          4
101       2          2
102       2          2
103       4          4
104       2          2
105       2          2
106       2          2
107       2          2
108       2          2
109       4          4
110       2          2
111       2          2
112       2          2
113       4          4
114       4          4
115       2          2
116       2          2
117       2          2
118       2          2
119       2          2
120       2          2
121       2          2
122       2          4
123       4          4
124       2          2
125       2          2
126       4          4
127       2          2
128       4          4
129       2          2
130       2          2
131       2          2
132       4          4
133       2          2
134       4          4
135       2          4
136       2          2
137       4          4
138       4          4
139       2          2
Error: 4.29

Adeline Model for Fold 3:
n: 0.1
Epochs: 34
     Actual  Predicted
0         4          4
1         2          2
2         4          2
3         4          4
4         2          2
5         2          4
6         2          2
7         2          2
8         4          4
9         2          2
10        4          4
11        2          2
12        2          2
13        4          4
14        2          2
15        2          2
16        2          2
17        2          2
18        2          2
19        2          2
20        2          2
21        2          2
22        4          4
23        2          2
24        2          2
25        2          2
26        2          2
27        2          2
28        2          2
29        2          2
30        4          4
31        2          2
32        2          2
33        2          2
34        2          2
35        4          4
36        4          4
37        2          2
38        2          2
39        2          2
40        2          2
41        4          4
42        4          4
43        4          4
44        4          4
45        4          4
46        2          2
47        4          4
48        2          2
49        2          2
50        2          2
51        2          2
52        2          2
53        2          2
54        2          2
55        2          2
56        2          2
57        2          2
58        2          2
59        2          2
60        2          2
61        2          2
62        2          2
63        4          4
64        2          2
65        4          4
66        4          4
67        4          4
68        4          4
69        2          2
70        4          4
71        4          4
72        2          2
73        4          4
74        2          2
75        4          4
76        2          2
77        4          4
78        2          2
79        4          4
80        4          4
81        4          4
82        2          2
83        2          2
84        2          2
85        2          2
86        2          2
87        2          2
88        2          2
89        2          2
90        4          4
91        2          2
92        2          2
93        4          4
94        2          2
95        2          4
96        4          4
97        2          2
98        2          4
99        2          2
100       2          2
101       4          4
102       2          2
103       2          2
104       2          2
105       2          2
106       4          4
107       2          2
108       2          2
109       2          2
110       2          2
111       2          2
112       4          4
113       2          2
114       4          4
115       4          4
116       2          2
117       2          2
118       4          4
119       4          4
120       2          2
121       2          2
122       2          2
123       2          2
124       4          4
125       2          4
126       4          4
127       4          4
128       4          4
129       4          4
130       2          2
131       2          2
132       2          2
133       2          2
134       4          4
135       2          2
136       2          2
137       4          4
138       2          2
Error: 3.6

Adeline Model for Fold 4:
n: 0.1
Epochs: 122
     Actual  Predicted
0         2          2
1         2          2
2         4          4
3         2          2
4         4          4
5         2          2
6         2          2
7         4          4
8         4          4
9         4          4
10        4          4
11        4          4
12        4          4
13        2          2
14        2          2
15        2          2
16        2          2
17        4          2
18        2          2
19        2          2
20        2          2
21        2          2
22        2          2
23        4          2
24        2          2
25        2          2
26        2          2
27        4          2
28        2          2
29        2          2
30        2          2
31        4          4
32        2          2
33        4          2
34        2          2
35        2          2
36        4          4
37        4          4
38        4          4
39        2          2
40        2          2
41        4          4
42        2          2
43        4          4
44        4          4
45        2          2
46        4          4
47        2          2
48        2          2
49        2          2
50        2          2
51        2          2
52        4          4
53        2          2
54        2          2
55        4          4
56        4          4
57        4          4
58        2          2
59        4          4
60        2          2
61        4          4
62        2          2
63        2          2
64        2          2
65        4          4
66        4          4
67        2          2
68        2          2
69        2          2
70        2          2
71        2          2
72        4          4
73        2          2
74        4          4
75        2          2
76        2          2
77        2          2
78        4          4
79        2          2
80        2          2
81        2          2
82        4          4
83        2          2
84        2          2
85        2          2
86        2          2
87        4          4
88        2          2
89        4          2
90        4          4
91        4          4
92        4          4
93        2          2
94        4          4
95        2          2
96        2          2
97        2          2
98        2          2
99        4          4
100       2          2
101       2          2
102       2          2
103       2          2
104       2          2
105       4          4
106       2          2
107       4          4
108       2          2
109       2          2
110       2          2
111       4          2
112       4          4
113       2          2
114       2          2
115       2          2
116       4          4
117       4          4
118       2          2
119       2          2
120       2          2
121       2          2
122       2          2
123       2          2
124       2          2
125       2          2
126       2          2
127       4          4
128       2          2
129       2          2
130       2          2
131       2          2
132       4          4
133       2          2
134       2          2
135       2          2
136       4          4
137       4          4
138       4          4
139       2          2
Error: 4.29

Adeline Model for Fold 5:
n: 0.1
Epochs: 36
     Actual  Predicted
0         4          4
1         2          2
2         2          2
3         2          2
4         2          2
5         2          2
6         2          2
7         4          4
8         2          2
9         2          2
10        2          2
11        4          4
12        4          4
13        2          2
14        4          4
15        4          2
16        4          4
17        2          2
18        4          2
19        2          2
20        4          2
21        2          2
22        2          2
23        2          2
24        4          4
25        2          2
26        2          2
27        4          4
28        2          2
29        2          2
30        2          2
31        2          2
32        4          4
33        2          2
34        2          2
35        4          4
36        2          2
37        4          4
38        2          2
39        4          4
40        4          4
41        2          2
42        4          4
43        2          2
44        4          4
45        4          4
46        2          2
47        4          4
48        2          2
49        2          2
50        4          4
51        2          2
52        4          4
53        4          4
54        2          4
55        2          2
56        2          2
57        2          2
58        2          2
59        4          4
60        2          2
61        4          4
62        4          4
63        4          4
64        2          2
65        2          2
66        2          2
67        2          2
68        2          2
69        4          4
70        4          4
71        4          4
72        4          4
73        2          2
74        4          4
75        4          4
76        2          2
77        2          2
78        2          2
79        2          2
80        4          4
81        2          2
82        2          2
83        2          2
84        2          2
85        4          4
86        2          2
87        4          4
88        2          2
89        2          2
90        4          4
91        2          2
92        4          4
93        2          2
94        4          4
95        2          2
96        2          2
97        2          2
98        4          4
99        2          2
100       2          2
101       2          2
102       2          4
103       2          2
104       2          2
105       2          2
106       2          2
107       2          2
108       4          4
109       2          2
110       4          4
111       4          4
112       4          4
113       2          2
114       2          2
115       2          2
116       4          4
117       4          4
118       2          2
119       4          4
120       4          4
121       4          4
122       2          2
123       2          2
124       2          2
125       4          4
126       2          2
127       2          2
128       4          4
129       2          2
130       2          2
131       2          2
132       2          2
133       4          2
134       4          4
135       2          2
136       4          2
137       2          2
138       2          2
139       4          4
Error: 5.0

Logistic Regression Error: 3.81
Adeline Error: 4.15

Dataset 2: Glass
Logistic Regression Model for Fold 1:
n: 1
Epochs: 152
    Actual  Predicted
0        1          1
1        7          7
2        1          1
3        1          1
4        7          7
5        1          1
6        1          1
7        1          1
8        1          1
9        2          2
10       1          1
11       1          1
12       7          7
13       1          1
14       5          5
15       3          2
16       5          5
17       6          2
18       1          1
19       1          1
20       2          2
21       7          7
22       2          2
23       7          7
24       2          2
25       1          1
26       3          2
27       2          2
28       2          2
29       2          2
30       5          2
31       1          1
32       7          7
33       2          2
34       2          2
35       2          2
36       6          7
37       2          2
38       2          2
Error: 12.82

Logistic Regression Model for Fold 2:
n: 1
Epochs: 366
    Actual  Predicted
0        2          2
1        2          2
2        2          5
3        2          2
4        2          2
5        2          2
6        7          6
7        1          1
8        7          7
9        2          2
10       2          1
11       2          2
12       2          2
13       7          3
14       2          2
15       1          1
16       2          2
17       3          2
18       3          3
19       5          7
20       2          2
21       7          7
22       1          1
23       6          6
24       7          7
25       2          2
26       1          1
27       3          2
28       3          3
29       2          2
30       7          7
31       1          1
32       2          2
33       1          1
34       7          7
35       5          5
36       2          2
37       1          1
Error: 18.42

Logistic Regression Model for Fold 3:
n: 1
Epochs: 325
    Actual  Predicted
0        2          2
1        1          1
2        3          3
3        2          2
4        2          2
5        7          7
6        6          7
7        5          2
8        2          2
9        2          2
10       7          7
11       2          2
12       7          7
13       5          7
14       5          7
15       1          1
16       1          1
17       2          2
18       7          7
19       2          2
20       1          1
21       7          7
22       3          3
23       1          2
24       5          7
25       1          1
26       7          7
27       2          2
28       2          2
29       5          2
30       2          2
31       2          2
32       2          2
33       6          6
34       1          1
35       2          2
36       1          1
37       1          1
38       2          2
Error: 17.95

Logistic Regression Model for Fold 4:
n: 1
Epochs: 523
    Actual  Predicted
0        1          1
1        1          1
2        2          2
3        2          2
4        2          2
5        1          1
6        2          2
7        1          1
8        1          1
9        2          2
10       7          7
11       1          1
12       2          2
13       2          2
14       1          1
15       3          2
16       1          1
17       1          1
18       7          7
19       3          2
20       1          1
21       2          2
22       2          2
23       2          2
24       1          1
25       1          1
26       1          1
27       5          7
28       1          1
29       6          6
30       7          7
31       2          2
32       3          2
33       1          1
34       1          1
35       1          1
36       3          3
37       1          1
Error: 10.53

Logistic Regression Model for Fold 5:
n: 1
Epochs: 329
    Actual  Predicted
0        1          1
1        1          1
2        2          1
3        2          2
4        1          1
5        7          7
6        2          2
7        1          1
8        2          2
9        1          1
10       3          2
11       6          2
12       2          6
13       2          2
14       1          1
15       7          5
16       1          1
17       2          2
18       2          2
19       2          2
20       6          6
21       1          1
22       1          1
23       3          3
24       6          3
25       2          2
26       2          2
27       7          7
28       1          1
29       3          3
30       1          1
31       2          2
32       1          1
33       2          2
34       2          2
35       2          2
36       7          7
37       2          2
38       7          3
Error: 17.95

Adeline Model for Fold 1:
n: 0.01
Epochs: 789
    Actual  Predicted
0        2          2
1        6          2
2        2          1
3        1          1
4        7          7
5        1          1
6        2          1
7        2          1
8        7          7
9        2          2
10       2          1
11       1          1
12       5          2
13       2          2
14       3          2
15       1          1
16       2          2
17       2          2
18       2          2
19       1          1
20       1          1
21       1          1
22       2          2
23       6          2
24       3          2
25       6          7
26       7          2
27       2          2
28       1          1
29       2          1
30       1          1
31       6          7
32       7          7
33       1          1
34       6          7
35       3          2
36       1          1
37       1          1
38       2          1
39       3          2
40       1          1
41       1          1
42       2          2
Error: 39.53

Adeline Model for Fold 2:
n: 0.1
Epochs: 417
    Actual  Predicted
0        2          1
1        1          1
2        7          7
3        1          1
4        3          2
5        1          1
6        5          5
7        1          1
8        2          1
9        1          1
10       2          7
11       2          2
12       1          1
13       2          2
14       2          2
15       2          2
16       1          1
17       7          7
18       1          1
19       1          1
20       2          1
21       2          2
22       2          1
23       5          2
24       2          1
25       2          2
26       7          7
27       7          7
28       3          2
29       2          5
30       1          1
31       1          1
32       5          2
33       1          1
34       2          2
35       2          2
36       7          7
37       7          7
38       2          1
39       2          1
40       2          1
41       7          5
42       7          7
Error: 34.88

Adeline Model for Fold 3:
n: 0.01
Epochs: 409
    Actual  Predicted
0        1          1
1        2          2
2        2          2
3        2          1
4        3          2
5        1          1
6        2          2
7        2          2
8        7          7
9        7          7
10       3          2
11       1          1
12       1          1
13       2          2
14       7          7
15       2          1
16       1          1
17       2          2
18       2          1
19       6          7
20       2          1
21       1          1
22       1          1
23       5          7
24       7          7
25       2          2
26       7          7
27       1          1
28       3          2
29       2          2
30       2          1
31       1          1
32       1          1
33       2          2
34       2          2
35       1          1
36       1          1
37       1          1
38       1          1
39       3          2
40       6          2
41       2          2
Error: 28.57

Adeline Model for Fold 4:
n: 0.1
Epochs: 447
    Actual  Predicted
0        1          1
1        2          2
2        3          2
3        1          1
4        2          2
5        1          1
6        1          1
7        5          2
8        7          7
9        2          2
10       1          1
11       1          1
12       1          1
13       2          5
14       7          7
15       1          1
16       1          1
17       3          2
18       2          1
19       2          1
20       1          1
21       2          2
22       2          2
23       6          2
24       7          7
25       5          5
26       2          2
27       1          1
28       5          7
29       2          2
30       2          2
31       5          5
32       1          1
33       3          2
34       7          7
35       2          2
36       1          1
37       1          1
38       1          1
39       1          1
40       7          7
41       2          2
42       2          1
Error: 23.26

Adeline Model for Fold 5:
n: 0.1
Epochs: 686
    Actual  Predicted
0        2          2
1        2          1
2        2          1
3        1          1
4        3          2
5        3          2
6        5          2
7        7          2
8        5          2
9        2          2
10       1          1
11       7          7
12       1          1
13       2          2
14       1          1
15       1          1
16       2          2
17       3          2
18       5          2
19       2          2
20       1          1
21       2          2
22       7          7
23       1          1
24       1          1
25       1          1
26       2          2
27       2          2
28       6          7
29       3          2
30       1          1
31       2          1
32       5          2
33       2          2
34       1          1
35       1          1
36       2          2
37       7          7
38       7          7
39       7          7
40       7          7
41       1          2
42       1          1
Error: 32.56

Logistic Regression Error: 15.53
Adeline Error: 31.76

Dataset 3: Iris
Logistic Regression Model for Fold 1:
n: 1
Epochs: 109
             Actual        Predicted
0    Iris-virginica  Iris-versicolor
1   Iris-versicolor   Iris-virginica
2   Iris-versicolor   Iris-virginica
3    Iris-virginica   Iris-virginica
4   Iris-versicolor  Iris-versicolor
5   Iris-versicolor  Iris-versicolor
6   Iris-versicolor  Iris-versicolor
7       Iris-setosa      Iris-setosa
8   Iris-versicolor  Iris-versicolor
9    Iris-virginica   Iris-virginica
10  Iris-versicolor  Iris-versicolor
11   Iris-virginica   Iris-virginica
12  Iris-versicolor   Iris-virginica
13      Iris-setosa      Iris-setosa
14      Iris-setosa      Iris-setosa
15      Iris-setosa      Iris-setosa
16   Iris-virginica   Iris-virginica
17      Iris-setosa      Iris-setosa
18  Iris-versicolor  Iris-versicolor
19   Iris-virginica   Iris-virginica
20   Iris-virginica   Iris-virginica
21   Iris-virginica   Iris-virginica
22      Iris-setosa      Iris-setosa
23  Iris-versicolor  Iris-versicolor
24      Iris-setosa      Iris-setosa
25   Iris-virginica   Iris-virginica
26   Iris-virginica   Iris-virginica
Error: 14.81

Logistic Regression Model for Fold 2:
n: 1
Epochs: 97
             Actual        Predicted
0    Iris-virginica   Iris-virginica
1    Iris-virginica   Iris-virginica
2    Iris-virginica   Iris-virginica
3    Iris-virginica   Iris-virginica
4       Iris-setosa      Iris-setosa
5       Iris-setosa      Iris-setosa
6    Iris-virginica   Iris-virginica
7       Iris-setosa      Iris-setosa
8    Iris-virginica   Iris-virginica
9       Iris-setosa      Iris-setosa
10   Iris-virginica   Iris-virginica
11      Iris-setosa      Iris-setosa
12   Iris-virginica   Iris-virginica
13   Iris-virginica  Iris-versicolor
14      Iris-setosa      Iris-setosa
15      Iris-setosa      Iris-setosa
16   Iris-virginica   Iris-virginica
17      Iris-setosa      Iris-setosa
18      Iris-setosa      Iris-setosa
19   Iris-virginica  Iris-versicolor
20  Iris-versicolor  Iris-versicolor
21  Iris-versicolor  Iris-versicolor
22      Iris-setosa      Iris-setosa
23   Iris-virginica   Iris-virginica
24  Iris-versicolor  Iris-versicolor
25   Iris-virginica   Iris-virginica
26  Iris-versicolor  Iris-versicolor
Error: 7.41

Logistic Regression Model for Fold 3:
n: 1
Epochs: 123
             Actual        Predicted
0   Iris-versicolor  Iris-versicolor
1    Iris-virginica   Iris-virginica
2    Iris-virginica   Iris-virginica
3    Iris-virginica   Iris-virginica
4    Iris-virginica   Iris-virginica
5   Iris-versicolor  Iris-versicolor
6       Iris-setosa      Iris-setosa
7   Iris-versicolor  Iris-versicolor
8   Iris-versicolor  Iris-versicolor
9    Iris-virginica   Iris-virginica
10  Iris-versicolor  Iris-versicolor
11      Iris-setosa      Iris-setosa
12  Iris-versicolor  Iris-versicolor
13  Iris-versicolor  Iris-versicolor
14  Iris-versicolor  Iris-versicolor
15  Iris-versicolor   Iris-virginica
16   Iris-virginica   Iris-virginica
17  Iris-versicolor  Iris-versicolor
18      Iris-setosa      Iris-setosa
19      Iris-setosa      Iris-setosa
20  Iris-versicolor  Iris-versicolor
21      Iris-setosa      Iris-setosa
22  Iris-versicolor  Iris-versicolor
23      Iris-setosa      Iris-setosa
24  Iris-versicolor  Iris-versicolor
25      Iris-setosa      Iris-setosa
26      Iris-setosa      Iris-setosa
Error: 3.7

Logistic Regression Model for Fold 4:
n: 1
Epochs: 115
             Actual        Predicted
0    Iris-virginica   Iris-virginica
1    Iris-virginica   Iris-virginica
2    Iris-virginica   Iris-virginica
3       Iris-setosa      Iris-setosa
4       Iris-setosa      Iris-setosa
5       Iris-setosa      Iris-setosa
6   Iris-versicolor  Iris-versicolor
7   Iris-versicolor  Iris-versicolor
8   Iris-versicolor  Iris-versicolor
9   Iris-versicolor  Iris-versicolor
10      Iris-setosa      Iris-setosa
11  Iris-versicolor   Iris-virginica
12  Iris-versicolor   Iris-virginica
13   Iris-virginica   Iris-virginica
14      Iris-setosa      Iris-setosa
15      Iris-setosa      Iris-setosa
16  Iris-versicolor  Iris-versicolor
17  Iris-versicolor  Iris-versicolor
18   Iris-virginica   Iris-virginica
19      Iris-setosa      Iris-setosa
20      Iris-setosa      Iris-setosa
21      Iris-setosa      Iris-setosa
22      Iris-setosa      Iris-setosa
23      Iris-setosa      Iris-setosa
24   Iris-virginica   Iris-virginica
25  Iris-versicolor  Iris-versicolor
26   Iris-virginica   Iris-virginica
Error: 7.41

Logistic Regression Model for Fold 5:
n: 1
Epochs: 261
             Actual        Predicted
0    Iris-virginica   Iris-virginica
1    Iris-virginica   Iris-virginica
2    Iris-virginica   Iris-virginica
3    Iris-virginica   Iris-virginica
4       Iris-setosa      Iris-setosa
5       Iris-setosa      Iris-setosa
6    Iris-virginica   Iris-virginica
7    Iris-virginica   Iris-virginica
8   Iris-versicolor   Iris-virginica
9   Iris-versicolor  Iris-versicolor
10      Iris-setosa      Iris-setosa
11   Iris-virginica   Iris-virginica
